"/uav_ground_truth/pose/pose/position/y_x","/uav_ground_truth/pose/pose/position/y_y","/del_uav/KF_pose/y_x","/del_uav/KF_pose/y_y","/ual/pose/pose/position/y_x","/ual/pose/pose/position/y_y"
3.907,0.001334799386,6.271,-0.1168799473,6.307,-0.1452033818,
3.927,0.00134843184,6.305,-0.1169126801,6.328,-0.1454683542,
3.947,0.001361756488,6.34,-0.1213688479,6.36,-0.1457566023,
3.967,0.001375355703,6.373,-0.1213688479,6.404,-0.1457636058,
3.987,0.001388767605,6.406,-0.1213688479,6.436,-0.1454999894,
4.007,0.001405015562,6.439,-0.1259755969,6.473,-0.1475641429,
4.027,0.00142308172,6.473,-0.1259755969,6.49,-0.1484740973,
4.047,0.001439284864,6.507,-0.1259755969,6.523,-0.149912864,
4.067,0.001453765411,6.539,-0.1309291713,6.561,-0.1508265585,
4.087,0.001468137421,6.573,-0.1309291713,6.599,-0.1509123445,
4.107,0.001481790792,6.606,-0.1437425103,6.633,-0.1509072781,
4.127,0.001500746488,6.64,-0.1437425103,6.663,-0.1545177698,
4.147,0.001511592496,6.673,-0.1437425103,6.705,-0.1571213603,
4.167,0.001530759205,6.707,-0.15412295,6.739,-0.159254387,
4.187,0.001547975454,6.744,-0.15412295,6.775,-0.1605526656,
4.207,0.001564996592,6.774,-0.15412295,6.796,-0.1605708748,
4.227,0.001582891977,6.806,-0.1636655307,6.833,-0.1600710005,
4.247,0.001597217381,6.839,-0.1636655307,6.857,-0.1602984667,
4.267,0.001622052525,6.873,-0.1636655307,6.899,-0.1642983854,
4.287,0.001654864705,6.906,-0.1636655307,6.934,-0.1671346277,
4.307,0.001721537583,6.939,-0.1719896575,6.974,-0.1690251082,
4.327,0.001859227784,6.974,-0.1719896575,6.991,-0.1695047915,
4.347,0.002108608275,7.006,-0.1719896575,7.029,-0.1692658663,
4.367,0.002343189997,7.039,-0.181651623,7.066,-0.1754193902,
4.387,0.002510486839,7.074,-0.181651623,7.105,-0.1790107936,
4.407,0.002643773878,7.106,-0.1816835907,7.118,-0.1800956577,
4.427,0.002695985018,7.14,-0.1911703696,7.159,-0.1820618361,
4.447,0.002573938431,7.173,-0.1911703696,7.195,-0.1817552149,
4.467,0.002322951242,7.204,-0.1911703696,7.23,-0.1803480685,
4.487,0.002005912132,7.238,-0.1999271316,7.259,-0.184970513,
4.507,0.001669649521,7.272,-0.1999271316,7.281,-0.1863261908,
4.527,0.001332313128,7.302,-0.1999271316,7.335,-0.1890444458,
4.547,0.0009368254817,7.34,-0.1999271316,7.37,-0.1890774071,
4.567,0.0004857237023,7.373,-0.1999588745,7.408,-0.1872733384,
4.587,1.916118233e-05,7.405,-0.1999271316,7.431,-0.1867766231,
4.607,-0.0004308980696,7.439,-0.2100097341,7.474,-0.1882056594,
4.627,-0.000864081603,7.473,-0.2100097341,7.493,-0.1903377324,
4.647,-0.001353304355,7.504,-0.2100473235,7.518,-0.1909865588,
4.667,-0.001912034474,7.539,-0.2100473235,7.563,-0.1944718063,
4.687,-0.002489403497,7.573,-0.2100473235,7.596,-0.194294095,
4.707,-0.003033440727,7.606,-0.2100473235,7.64,-0.1929975152,
4.727,-0.00352790102,7.64,-0.2306406078,7.659,-0.1952547878,
4.747,-0.004037074414,7.673,-0.2306406078,7.696,-0.2020260394,
4.767,-0.004564267337,7.711,-0.2306848612,7.734,-0.2050881088,
4.787,-0.005075628568,7.74,-0.2306848612,7.768,-0.2070231438,
4.807,-0.005543957771,7.774,-0.2306848612,7.788,-0.206730485,
4.827,-0.005976598705,7.81,-0.2490590315,7.837,-0.2050968409,
4.847,-0.006460768717,7.84,-0.2490590315,7.86,-0.203196764,
4.867,-0.007032504254,7.873,-0.2490590315,7.899,-0.2054468691,
4.887,-0.007695340598,7.918,-0.2490590315,7.928,-0.2076925188,
4.907,-0.00845056294,7.95,-0.2490590315,7.952,-0.2104610354,
4.927,-0.009298930107,7.984,-0.2490590315,7.999,-0.2110512257,
4.947,-0.01024887148,8.013,-0.2490590315,8.041,-0.2109563947,
4.967,-0.01130341779,8.042,-0.2490590315,8.073,-0.2144869268,
4.987,-0.01245597602,8.073,-0.267005014,8.09,-0.2169558406,
5.007,-0.01370409226,8.11,-0.267005014,8.139,-0.2202121317,
5.027,-0.01504190345,8.139,-0.267005014,8.165,-0.2208259106,
5.047,-0.01645493504,8.175,-0.2830779286,8.191,-0.2216928154,
5.067,-0.01792878019,8.207,-0.2830779286,8.234,-0.2199484259,
5.087,-0.01945237505,8.239,-0.2830779286,8.251,-0.2181164175,
5.107,-0.02101722774,8.273,-0.2830779286,8.291,-0.2242294401,
5.127,-0.02261758988,8.307,-0.2831264843,8.33,-0.2276717275,
5.147,-0.02425283663,8.339,-0.2831264843,8.371,-0.2272091806,
5.167,-0.02591925012,8.372,-0.2831264843,8.405,-0.2245657146,
5.187,-0.02761119335,8.407,-0.2992310092,8.431,-0.2226295918,
5.207,-0.02932422545,8.439,-0.2992310092,8.471,-0.2265042216,
5.227,-0.03105627748,8.472,-0.2992310092,8.49,-0.2283724993,
5.247,-0.03280914228,8.509,-0.2992310092,8.53,-0.2298064977,
5.267,-0.03458319736,8.538,-0.2992310092,8.573,-0.2285803556,
5.287,-0.03637641305,8.571,-0.3039626614,8.607,-0.2234286815,
5.307,-0.03818641564,8.606,-0.3039626614,8.64,-0.2163716555,
5.327,-0.0400114323,8.639,-0.3039052689,8.673,-0.2223244905,
5.347,-0.04185191655,8.672,-0.3204137486,8.695,-0.2225688398,
5.367,-0.04370603263,8.717,-0.3204585157,8.741,-0.2224916667,
5.387,-0.04557046103,8.739,-0.3204585157,8.761,-0.2221552283,
5.407,-0.04744213529,8.772,-0.3204585157,8.807,-0.2187948376,
5.427,-0.04931895578,8.808,-0.3204137486,8.83,-0.2166000605,
5.447,-0.0512004766,8.844,-0.3348087832,8.865,-0.2164493948,
5.467,-0.05308502595,8.887,-0.3348087832,8.89,-0.2192619294,
5.487,-0.05497028275,8.908,-0.3348087832,8.935,-0.2237172127,
5.507,-0.05685488345,8.938,-0.3348478837,8.97,-0.2237627953,
5.527,-0.05873845948,8.973,-0.3348478837,8.993,-0.2235570401,
5.547,-0.06062219749,9.01,-0.3348478837,9.041,-0.2206435502,
5.567,-0.06250669944,9.039,-0.3415235135,9.073,-0.2236206234,
5.587,-0.06439136653,9.073,-0.3415874906,9.093,-0.227718249,
5.607,-0.06627528062,9.107,-0.3415874906,9.117,-0.2296432555,
5.627,-0.06815755273,9.145,-0.3415874906,9.17,-0.2306175083,
5.647,-0.07003821591,9.188,-0.3415874906,9.196,-0.230225414,
5.667,-0.07191672111,9.21,-0.3551435302,9.218,-0.2295321971,
5.687,-0.07379235601,9.239,-0.3551435302,9.268,-0.2265760899,
5.707,-0.07566463452,9.274,-0.3551435302,9.293,-0.2323907614,
5.727,-0.07753343281,9.308,-0.3551435302,9.318,-0.2348625362,
5.747,-0.07939925068,9.342,-0.355172732,9.361,-0.2386497408,
