"/ual/odom/pose/pose/position/x_x","/ual/odom/pose/pose/position/x_y","/del_uav/KF_pose/x_y"
23.434,-0.005805658642,-0.003734695725,
23.467,-0.005426619202,-0.002902829321,
23.5,-0.004648665898,-0.002713309601,
23.534,-0.005079416558,-0.002324332949,
23.567,-0.00473212311,-0.002539708279,
23.6,-0.005358045921,-0.002366061555,
23.634,-0.008130426519,-0.00267902296,
23.667,-0.009554325603,-0.004065213259,
23.7,-0.009844053537,-0.004777162801,
23.734,-0.01197050884,-0.01048801507,
23.767,-0.01212761085,-0.01155124273,
23.8,-0.01236256119,-0.01162979375,
23.841,-0.01150917169,-0.01174726892,
23.867,-0.009653934278,-0.01132057418,
23.9,-0.007729229052,-0.004826967139,
23.934,-0.002037503291,-0.003864614526,
23.967,0.001110779122,-0.001018751645,
24,0.005031001288,0.0005553895608,
24.034,0.008266900666,0.002515500644,
24.067,0.01606873237,0.009699438668,
24.1,0.01860737987,0.01360035451,
24.134,0.02169469558,0.01486967826,
24.167,0.02370023169,0.02197932439,
24.201,0.0301827509,0.02298209241,
24.234,0.0345897451,0.02622335201,
24.267,0.0395203121,0.03399283738,
24.3,0.04812698066,0.04202410913,
24.334,0.05178429186,0.04632744341,
24.367,0.05783938989,0.04815609898,
24.4,0.06152210385,0.05674963625,
24.434,0.07048881799,0.06415698144,
24.467,0.07564317435,0.06864033852,
24.5,0.07907976955,0.07678350503,
24.534,0.08494817466,0.07850180271,
24.567,0.08866608143,0.08143600539,
24.6,0.09780890495,0.08886094722,
24.634,0.1022055522,0.09899834753,
24.667,0.1121082827,0.1011966712,
24.7,0.1174874902,0.1117140252,
24.734,0.1221299246,0.1144036291,
24.767,0.1266840696,0.1222908349,
24.8,0.1319698393,0.1245679077,
24.834,0.1432314813,0.1327767813,
24.867,0.1461672485,0.1439735909,
24.9,0.1496658176,0.1454414747,
24.934,0.156745255,0.1471907594,
24.967,0.1601285934,0.1562964666,
25,0.1697922647,0.1635541244,
25.034,0.1807571501,0.1683859601,
25.067,0.1846601367,0.1794343913,
25.1,0.1851136684,0.1813858851,
25.134,0.1875854582,0.1816126511,
25.167,0.1892687678,0.1828485461,
25.2,0.1907579005,0.1892561899,
25.234,0.1970522106,0.1900007565,
25.267,0.201110974,0.1931479119,
25.3,0.2002414465,0.2007432823,
25.334,0.1959541887,0.1947425299,
25.367,0.1960903853,0.192598901,
25.4,0.1989502609,0.1926669993,
25.434,0.2023234218,0.194096937,
25.467,0.2058885247,0.2013495061,
25.5,0.211449489,0.2031320576,
25.534,0.2142657638,0.2114785285,
25.567,0.2158447951,0.2128866659,
25.6,0.2192600369,0.2136761816,
25.634,0.2222157717,0.2209497911,
25.667,0.2274135202,0.2224276584,
25.7,0.2289938331,0.2250265327,
25.734,0.2310889363,0.2258166893,
25.767,0.2390006185,0.2324302296,
25.8,0.2442871332,0.2363860708,
25.834,0.2493564785,0.2445953168,
25.867,0.2642868757,0.2526959783,
25.9,0.2611329257,0.2601611772,
25.935,0.2578121424,0.2585842024,
25.967,0.2548586726,0.251357822,
26,0.2542915344,0.2498810871,
26.034,0.2561458945,0.2551635067,
26.067,0.2554406524,0.2560906867,
26.1,0.253537029,0.250172077,
26.134,0.2528010309,0.2492202655,
26.167,0.2525524795,0.2488522664,
26.2,0.2530362904,0.2487279909,
26.234,0.2547023892,0.2489698967,
26.267,0.2551545501,0.2553689352,
26.301,0.250497371,0.2500290276,
26.334,0.2442258894,0.2477004382,
26.367,0.2403178066,0.2389987092,
26.4,0.2345635146,0.2370446681,
26.434,0.2323655933,0.2286015334,
26.467,0.2286570668,0.2275025729,
26.5,0.2239426672,0.2256483096,
26.534,0.2191538513,0.2177251211,
26.567,0.2069990486,0.2097647243,
26.6,0.2013688534,0.203687323,
26.634,0.1945087612,0.1953062363,
26.667,0.1907747835,0.1918761899,
26.7,0.180975914,0.1844432119,
26.735,0.1754608303,0.1739777882,
26.767,0.1697197407,0.1712202463,
26.8,0.1599333435,0.1683497014,
26.834,0.1558311433,0.1578905139,
26.867,0.1492753774,0.1502734251,
26.9,0.1453943402,0.146995542,
26.934,0.138461858,0.1394890346,
26.967,0.137093842,0.1360227935,
27,0.1363239288,0.1353387855,
27.034,0.1354649216,0.1349538289,
27.067,0.1346303374,0.1345243254,
27.1,0.1323761493,0.1285410447,
27.134,0.1305744648,0.1274139507,
27.167,0.129041031,0.1265131087,
27.201,0.1291250587,0.1257463922,
27.234,0.1296478659,0.1257884061,
27.267,0.1313380152,0.1260498101,
27.3,0.13279441,0.1268948849,
27.334,0.1309702843,0.1276230825,
27.367,0.1302636862,0.12671102,
27.4,0.1301938444,0.1263577213,
27.434,0.1302957982,0.1263228005,
27.468,0.130789414,0.1263737775,
27.502,0.1313034445,0.1266205857,
27.535,0.1326132864,0.126877601,
27.567,0.1309571415,0.1275325221,
27.6,0.1296708286,0.1267044499,
27.634,0.1297920495,0.1260612936,
27.667,0.1305251867,0.1261219041,
27.7,0.1317835599,0.1264884727,
27.738,0.134618327,0.1271176594,
27.767,0.1335726976,0.1341010321,
27.8,0.1332837492,0.1280122284,
27.834,0.1336245537,0.1278677543,
27.868,0.1357206553,0.1336041457,
27.9,0.138228789,0.1346521966,
27.934,0.1413453221,0.1359062634,
27.967,0.141430527,0.1374645301,
28,0.145246163,0.1375071324,
28.034,0.1476777792,0.1449809395,
28.067,0.1541360915,0.1461967476,
28.1,0.1562024057,0.1549918925,
28.135,0.1552164406,0.1504590603,
28.167,0.1539167911,0.1499660777,
28.201,0.1532761157,0.1493162527,
28.234,0.1531049758,0.1489959147,
28.267,0.1558847874,0.1489103446,
28.3,0.15724428,0.155866239,
28.334,0.1574257314,0.156545985,
28.367,0.1579513997,0.1566367106,
28.4,0.1597669721,0.1568995446,
28.434,0.1609563529,0.1578073307,
28.467,0.1631484479,0.1584020211,
28.5,0.1672763675,0.1594980686,
28.541,0.167407304,0.1671280174,
28.567,0.1658556461,0.1671934856,
28.601,0.1660974175,0.1608516677,
28.634,0.1670557559,0.1665385422,
28.667,0.1696792543,0.1670177113,
28.7,0.1722617745,0.1683294605,
28.734,0.1721581817,0.1696207205,
28.767,0.1707363725,0.169568924,
28.8,0.1688889861,0.1688580192,
28.834,0.1685351878,0.1679343259,
28.867,0.1708136946,0.1677574267,
28.9,0.1678201556,0.1688966801,
28.934,0.1679066867,0.1673999105,
28.967,0.1689676344,0.1674431761,
29,0.1702289283,0.16797365,
29.034,0.1742893308,0.168604297,
29.067,0.185212478,0.1762004872,
29.1,0.1840423942,0.1816620609,
29.134,0.1816571057,0.1810770192,
29.167,0.1814946681,0.1798843751,
29.2,0.182377696,0.1798031566,
29.234,0.1835034788,0.1802446708,
29.267,0.1847376972,0.1808075623,
29.3,0.1859769672,0.1814246723,
29.334,0.1820525527,0.1820443075,
29.367,0.1771549284,0.1745161117,
29.4,0.1694370359,0.1720672998,
29.434,0.1659503281,0.1626423647,
29.468,0.1621419936,0.160899011,
29.5,0.1598556936,0.1589948439,
29.534,0.1571068019,0.1522857051,
29.567,0.153107971,0.1509112593,
29.6,0.1513848901,0.1489118441,
29.634,0.1511912942,0.1480503037,
29.667,0.1518573165,0.1479535058,
29.7,0.1484495699,0.1482865171,
29.734,0.1455354095,0.1465826438,
29.767,0.1455176324,0.1451255637,
29.8,0.1455689818,0.1451166751,
29.834,0.1467940062,0.1451423497,
29.867,0.1497644484,0.1457548619,
29.9,0.1454796195,0.1472400826,
29.934,0.1447222084,0.1395316787,
29.967,0.143329829,0.1391529729,
30,0.142792657,0.138456783,
30.034,0.1425344497,0.1381881967,
30.067,0.1428993642,0.1380590927,
30.1,0.1459212303,0.1382415496,
30.134,0.1489535868,0.1453184712,
30.167,0.1489491314,0.1468346492,
30.2,0.1481080204,0.1468324214,
30.234,0.1472486258,0.1464118658,
30.267,0.1469641626,0.1459821685,
30.3,0.1457987428,0.1458399369,
30.334,0.1455702782,0.1452572271,
30.367,0.1394319087,0.1395770061,
30.4,0.136346072,0.1365078216,
30.434,0.1305444837,0.1293989143,
30.467,0.1287373453,0.1264981201,
30.5,0.1269987077,0.1255945509,
30.535,0.1265500784,0.124725232,
30.567,0.1247956827,0.1245009172,
30.6,0.1238984019,0.1236237193,
30.634,0.1246065348,0.1231750786,
30.667,0.1287399977,0.123529145,
30.7,0.133369118,0.1255958762,
30.734,0.1371097118,0.1334764249,
30.767,0.143013522,0.1353467215,
30.8,0.1477644444,0.1382986264,
30.834,0.1533533782,0.1462400763,
30.867,0.166036576,0.1546005316,
30.9,0.1685210913,0.166508119,
30.934,0.1697181761,0.1677503763,
30.967,0.1726099253,0.1683489183,
31,0.1749241501,0.1697947926,
31.034,0.1771722287,0.1709519045,
31.067,0.1803687662,0.1776419321,
31.1,0.1883915216,0.1792402006,
31.134,0.1865791231,0.1888175668,
31.167,0.1870595813,0.1823453789,
31.2,0.1898844093,0.1881515966,
31.234,0.1976778507,0.1895640106,
31.267,0.2028733194,0.1990267199,
31.3,0.2073122114,0.2016244543,
31.334,0.205048278,0.2038439002,
31.367,0.2028021365,0.2027119332,
31.4,0.2040655911,0.2015888621,
31.434,0.2064761221,0.2022205887,
31.467,0.2079423368,0.2034258538,
31.5,0.2101791352,0.2041589607,
31.542,0.206386745,0.210843348,
31.567,0.2028975338,0.2033811637,
31.6,0.2002329379,0.201636558,
31.634,0.1956091374,0.1947382713,
31.667,0.1939457804,0.1924263708,
31.7,0.1905443966,0.1915946923,
31.734,0.1877643019,0.184328012,
31.767,0.1808740199,0.1829379644,
31.8,0.1801751405,0.1794928232,
31.834,0.1810200214,0.1791433834,
31.867,0.1819019765,0.1795658237,
31.9,0.1834397614,0.180006801,
31.934,0.1777876168,0.1807756933,
31.967,0.1756623983,0.1723836326,
32,0.173123166,0.1713210233,
32.034,0.173375681,0.1700514072,
32.067,0.174587667,0.1701776648,
32.1,0.1785632521,0.1707836579,
32.134,0.1777330637,0.1783374387,
32.167,0.1762343794,0.1723563562,
32.2,0.1751544327,0.171607014,
32.234,0.175961256,0.1710670405,
32.267,0.1766635925,0.1714704521,
32.3,0.1769448072,0.1718216202,
32.334,0.1735988706,0.1775282158,
32.367,0.1702998728,0.1702892591,
32.4,0.1644817591,0.16863976,
32.434,0.1629765034,0.1601647147,
32.467,0.1627083868,0.1594120866,
32.5,0.1645186245,0.1592780281,
32.534,0.163937971,0.1601831468,
32.567,0.1630827934,0.1598928198,
32.6,0.1597977728,0.1594652306,
32.634,0.1583744287,0.1578227201,
32.667,0.1565500647,0.1571110481,
32.7,0.1558965445,0.1506328776,
32.734,0.1511564106,0.1503061173,
32.767,0.1485211253,0.1479360501,
32.8,0.1462661028,0.1466184074,
32.834,0.1458271295,0.1454908959,
32.867,0.1448248774,0.1452714092,
32.9,0.1447870731,0.1447702831,
32.934,0.1404625922,0.139185393,
32.967,0.1362054497,0.1370231526,
33,0.1332108527,0.1293285934,
33.034,0.1335656643,0.127831295,
33.067,0.133736521,0.133574689,
33.1,0.136483714,0.1336601175,
33.134,0.135453552,0.1350337142,
33.167,0.135261327,0.1345186334,
33.2,0.1348583251,0.1344225212,
33.234,0.1361363232,0.1342210205,
33.267,0.1376003325,0.1348600195,
33.3,0.140343979,0.1355920242,
33.334,0.1413056552,0.1369638475,
33.367,0.1391773969,0.1374446856,
33.4,0.1346582919,0.1363805564,
33.436,0.1346082389,0.1341210039,
33.467,0.1348330826,0.1340959773,
33.5,0.1359477937,0.1342083991,
33.534,0.1371399313,0.1347657545,
33.567,0.1361346394,0.1353618232,
33.6,0.1356274635,0.1348591772,
33.634,0.1352015436,0.134605589,
33.667,0.1343714446,0.134392629,
33.7,0.1338941008,0.1339775794,
33.734,0.1304458231,0.1281729192,
33.767,0.1279308051,0.1264487803,
33.801,0.1287765056,0.1251912713,
33.834,0.1317440867,0.1256141216,
33.868,0.1349433064,0.1326639003,
33.9,0.1366585046,0.1342635103,
33.934,0.1342015266,0.1351211096,
33.967,0.1323494762,0.1283266327,
34,0.1313120872,0.1274006077,
34.034,0.1311032027,0.1268819135,
34.067,0.1325572431,0.1267774713,
34.1,0.1339894682,0.1275044915,
34.134,0.1324397326,0.1282206041,
34.167,0.1324458718,0.1274457363,
34.2,0.1329597235,0.127448806,
34.234,0.1336100996,0.1332717198,
34.267,0.1350105405,0.1335969077,
34.3,0.136848554,0.1342971281,
34.334,0.1352661103,0.1352161347,
34.367,0.1349354535,0.1344249125,
34.4,0.1375812143,0.1342595841,
34.434,0.1385380179,0.1355824642,
34.467,0.1381819695,0.136060866,
34.5,0.1407230645,0.1358828416,
34.534,0.1422456056,0.137153389,
34.567,0.1420323253,0.1379146595,
34.6,0.1363739967,0.1378080194,
34.634,0.1345003545,0.1349788553,
34.667,0.1355949789,0.1340420346,
34.7,0.137705788,0.134589347,
34.734,0.1395994872,0.1356447517,
34.767,0.1354468465,0.1365916015,
34.8,0.1346456856,0.1345152812,
34.834,0.1339916885,0.1341147009,
34.867,0.1342472583,0.1337877025,
34.9,0.1382878572,0.1339154876,
34.934,0.1402326077,0.1359357876,
34.967,0.1404349506,0.1369081632,
35.003,0.1412604451,0.137009335,
35.034,0.1433765143,0.1374220827,
35.067,0.1452532113,0.144046106,
35.1,0.1504368037,0.1449844551,
35.134,0.1529458314,0.1475762516,
35.167,0.15147008,0.1488307657,
35.2,0.1479456127,0.1480928906,
35.234,0.1464485079,0.1463306572,
35.267,0.1437875777,0.1400161166,
35.3,0.1422955543,0.1386856516,
35.334,0.1402636617,0.13793964,
35.367,0.1357547641,0.1369236937,
35.4,0.1327300966,0.1346692448,
35.434,0.129308328,0.1275909224,
35.467,0.1283318698,0.125880038,
35.5,0.1269878,0.1253918088,
35.534,0.1250750124,0.1247197737,
35.568,0.1207966357,0.1181973912,
35.6,0.1154223382,0.1160582027,
35.634,0.1081455126,0.1078050654,
35.667,0.1046539545,0.1041666525,
35.7,0.09884098917,0.1024208734,
35.734,0.09621646255,0.09394840225,
35.767,0.0939451009,0.09263613894,
35.8,0.09248442948,0.0915004581,
35.835,0.09101364017,0.09077012237,
35.867,0.09022644162,0.09003472767,
35.9,0.08972596377,0.08964112835,
35.934,0.0886804536,0.08939088948,
35.967,0.08668314666,0.083302146,
36,0.08288257569,0.08230349252,
36.034,0.08159617335,0.08040320703,
36.067,0.08064202964,0.07976000583,
36.1,0.07878377289,0.07928293396,
36.134,0.07748081535,0.0727878171,
36.167,0.074073717,0.07213633833,
36.2,0.07223857194,0.07043278919,
36.234,0.07061131299,0.06951521662,
36.267,0.06584063917,0.06870158708,
36.3,0.06480823457,0.0607502617,
36.334,0.06417372078,0.06023405935,
36.367,0.06416536868,0.05991680241,
36.4,0.06383990496,0.0599126263,
36.435,0.06376918405,0.05974989442,
36.467,0.06324332207,0.05971453394,
36.5,0.0627226457,0.05945160294,
36.534,0.06132378802,0.05919126473,
36.567,0.06089337543,0.05849183588,
36.6,0.06142486632,0.0582766296,
36.634,0.0630979687,0.05854237511,
36.667,0.06345297396,0.05937892631,
36.7,0.06370741874,0.05955642893,
36.734,0.06016220152,0.05968365133,
36.767,0.05674977228,0.05791104273,
36.8,0.05343010277,0.0562048281,
36.834,0.05082619563,0.04897900494,
36.867,0.04791301489,0.04767705138,
36.9,0.04145551473,0.04065447262,
36.934,0.03898781538,0.03742572255,
36.967,0.03360705078,0.0361918729,
37,0.03069117293,0.02793550221,
37.034,0.02748454735,0.02647756329,
37.067,0.02359722368,0.02487425052,
37.1,0.01980295591,0.01736460027,
37.134,0.01275864709,0.0154674664,
37.167,0.009904260747,0.011945312,
37.2,0.007075748406,0.004952130374,
37.234,0.001912892447,0.003537874203,
37.267,-0.0008654471021,0.0009564462234,
37.3,-0.003574317554,-0.0004327235511,
37.334,-0.0088111246,-0.001787158777,
37.367,-0.01061944943,-0.0044055623,
37.4,-0.013172484,-0.01087571341,
37.434,-0.0152702909,-0.01215223072,
37.467,-0.01761280745,-0.01320113424,
37.5,-0.0235876739,-0.01437239255,
37.534,-0.02532123029,-0.02292581463,
37.567,-0.02945702523,-0.02379259295,
37.6,-0.03137854859,-0.02586049045,
37.634,-0.03687913716,-0.0323872412,
37.667,-0.04008444771,-0.03513753554,
37.7,-0.04297833517,-0.03674019097,
37.734,-0.04907401651,-0.0437531238,
37.767,-0.04967903346,-0.04680096461,
37.8,-0.05244209617,-0.04710347319,
37.834,-0.05415757746,-0.04848500468,
37.867,-0.05836224556,-0.05490873459,
37.9,-0.0604086183,-0.05701106875,
37.934,-0.06294653565,-0.0580342553,
37.967,-0.06353379786,-0.05930321409,
38,-0.06390087306,-0.0595968453,
38.034,-0.06557616591,-0.05978038311,
38.067,-0.06645866483,-0.06061802958,
38.1,-0.06942023337,-0.06662526856,
38.134,-0.07020361722,-0.06810605295,
38.167,-0.06895258278,-0.06849774502,
38.2,-0.0693089366,-0.06787222792,
38.234,-0.06988304108,-0.068050405,
38.267,-0.07070059329,-0.06833745741,
38.3,-0.07162204385,-0.06874623362,
38.334,-0.07286854833,-0.06920695895,
38.367,-0.07363834232,-0.06983021129,
38.4,-0.07289271057,-0.07021510841,
38.434,-0.0724484399,-0.06984229266,
38.467,-0.07193211466,-0.06962015744,
38.5,-0.07199195772,-0.06936199501,
38.534,-0.07228706777,-0.06939191665,
38.567,-0.07231922448,-0.06953947174,
38.6,-0.06988206506,-0.06955555014,
38.634,-0.06765226275,-0.06833697051,
38.667,-0.06623478979,-0.06722206947,
38.7,-0.06548382342,-0.06094734335,
38.734,-0.06349390745,-0.06057186022,
38.768,-0.06131745875,-0.05957690227,
38.8,-0.05931730568,-0.05848867804,
38.834,-0.05548593402,-0.05748860156,
38.867,-0.0536092557,-0.05000692603,
38.9,-0.05126430839,-0.04906858694,
38.934,-0.05030294508,-0.0478961133,
38.967,-0.04527722672,-0.04741543168,
39,-0.04371834546,-0.03933658277,
39.034,-0.04126000777,-0.03855714218,
39.069,-0.04043293372,-0.03732797336,
39.1,-0.03971065953,-0.03691443638,
39.134,-0.03914752603,-0.03655329932,
39.167,-0.03698553145,-0.03627173259,
39.2,-0.03291095048,-0.03519073532,
39.234,-0.03102448769,-0.02758745499,
39.267,-0.0287720561,-0.0266442236,
39.3,-0.02804813907,-0.02551800782,
39.334,-0.02579469979,-0.02515604933,
39.367,-0.0230324436,-0.0240293297,
39.4,-0.01904570498,-0.0170822117,
39.434,-0.01768500172,-0.0150888424,
39.467,-0.01513321046,-0.01440849077,
39.5,-0.01445605699,-0.01313259515,
39.534,-0.0132768685,-0.01279401842,
39.567,-0.01195810642,-0.01220442418,
39.6,-0.007947022095,-0.00597905321,
39.634,-0.004306796938,-0.003973511048,
39.667,-0.002452426357,-0.002153398469,
39.7,-0.001287756721,-0.001226213179,
39.734,-0.0006076819263,-0.0006438783603,
39.767,0.001764223329,-0.0003038409632,
39.8,0.003399310866,0.0008821116644,
39.834,0.006153594237,0.001699655433,
39.867,0.009696139023,0.003076797118,
39.9,0.01166326459,0.0104140595,
39.934,0.01255110931,0.01139762229,
39.967,0.015882954,0.01184154465,
40,0.01892931201,0.01350746699,
40.034,0.0216977261,0.015030646,
40.067,0.02646680735,0.02198084305,
40.1,0.02896905132,0.02436538368,
40.134,0.03071767837,0.02561650567,
40.167,0.03184792772,0.0264908192,
40.2,0.03764747083,0.03262193388,
40.234,0.0406816639,0.03552170544,
40.267,0.04462272301,0.03703880198,
40.3,0.04622351751,0.04457532155,
40.334,0.04887097329,0.04537571881,
40.367,0.04986820742,0.04669944671,
40.4,0.05316508189,0.04719806378,
40.434,0.0574211888,0.04884650102,
40.467,0.05973485857,0.05654054451,
40.5,0.06077887118,0.0576973794,
40.534,0.05216642842,0.05821938572,
40.567,0.04609528184,0.04834717432,
40.6,0.04214658588,0.03974561101,
40.634,0.03364627063,0.03777126304,
40.667,0.02927287668,0.02795511539,
40.701,0.02533910051,0.02576841841,
40.734,0.02124977857,0.02380153033,
40.767,0.01795011759,0.01619087933,
40.8,0.01628255099,0.01454104884,
40.834,0.01461630687,0.01370726554,
40.867,0.01389849372,0.01287414348,
40.9,0.01294932328,0.01251523691,
40.934,0.01203421876,0.01204065169,
40.967,0.01225056313,0.01158309943,
41,0.0150097888,0.01169127162,
41.034,0.01548981573,0.01307088445,
41.067,0.01638383605,0.01331089793,
41.1,0.01835183986,0.01375790808,
41.134,0.01911988482,0.01474190998,
41.167,0.01988826878,0.01512593247,
41.2,0.02420922555,0.02107611451,
41.234,0.02662075125,0.02323659289,
41.267,0.03011467122,0.02444235575,
41.3,0.031773597,0.02618931573,
41.334,0.03338098526,0.02701877863,
41.367,0.03485659137,0.03338846283,
41.4,0.03631875291,0.0341262659,
41.434,0.03969630972,0.03485734668,
41.467,0.04178988934,0.03654612507,
41.5,0.04487435892,0.03759291488,
41.534,0.04657987133,0.04470113976,
41.568,0.04967682064,0.04555389596,
41.6,0.05133603886,0.04710237063,
41.634,0.0546345152,0.04793197975,
41.667,0.05617978051,0.04958121793,
41.7,0.05904885754,0.05591984067,
41.734,0.06046530604,0.0573543792,
41.767,0.06179377809,0.0580626035,
41.8,0.06494220346,0.05872683951,
41.834,0.06661574543,0.06030105223,
41.867,0.06994914263,0.06670381329,
41.9,0.07158820331,0.06837051189,
41.934,0.07313651592,0.06919004225,
41.967,0.07459891587,0.06996419854,
42,0.07622996718,0.07069539853,
42.034,0.07930339873,0.0770769143,
42.067,0.08058921248,0.07861363008,
42.1,0.08333234489,0.07925653695,
42.134,0.08452183753,0.08062810319,
42.167,0.08560539037,0.0812228495,
42.2,0.08658168465,0.08176462595,
42.234,0.08800219744,0.08225277313,
42.267,0.08861796558,0.08296302954,
42.3,0.08923535794,0.08327091362,
42.334,0.08977670223,0.08914559992,
42.367,0.09069773555,0.08941627209,
42.4,0.09108544886,0.08987678876,
42.434,0.09142374992,0.09007064545,
42.467,0.09220384061,0.09023979599,
42.5,0.09255065769,0.09062984136,
42.534,0.09290859103,0.09080324994,
42.567,0.09343219548,0.09098221664,
42.6,0.09347575158,0.09124401887,
42.634,0.09384419024,0.09126579695,
42.667,0.09399978071,0.09145001632,
42.7,0.09425972402,0.09152781159,
42.734,0.09460508823,0.09165778327,
42.767,0.09480184317,0.09183046542,
42.8,0.09481571615,0.09192884291,
42.834,0.09487871826,0.09193577942,
42.867,0.09483514726,0.09196728049,
42.9,0.09488859028,0.09194549499,
42.934,0.09516661614,0.09197221652,
42.967,0.09502883255,0.09211122947,
43,0.09492796659,0.09204233767,
43.034,0.09463433921,0.09199190471,
43.067,0.09448588639,0.09184509105,
43.1,0.09409722686,0.09177086467,
43.134,0.09397634119,0.09157653491,
43.167,0.09389651567,0.09151609211,
43.2,0.09369688481,0.09147617935,
43.234,0.0935138166,0.09137636396,
43.267,0.09345501661,0.09128482987,
43.3,0.0935183093,0.09125542988,
43.334,0.09351556003,0.09128707624,
43.367,0.09364107251,0.0912857016,
43.4,0.09348742664,0.09134845786,
43.434,0.09345513582,0.09127163492,
43.467,0.09349571168,0.09125548958,
43.5,0.09346446395,0.09127577754,
43.534,0.09322724491,0.0912601537,
43.567,0.09315542877,0.09114154421,
43.6,0.09309334308,0.09110563617,
43.634,0.09296029061,0.09107459336,
43.667,0.0928863138,0.09100806715,
43.7,0.09282948822,0.09097107881,
43.734,0.09264563024,0.09094266605,
43.767,0.0925680995,0.0908507371,
43.8,0.09267699718,0.09081197176,
43.834,0.09282564372,0.09086642062,
43.867,0.09289530665,0.0909407439,
43.9,0.09327030182,0.0909755754,
43.934,0.09349592775,0.091163073,
43.967,0.0937454477,0.09127588599,
44,0.09456431121,0.091400646,
44.034,0.09489820898,0.09181007778,
44.067,0.09521535039,0.0919770267,
44.1,0.09591919184,0.09213559746,
44.134,0.09621552378,0.0924875182,
44.167,0.09653259069,0.09263568418,
44.2,0.09716201574,0.09279421765,
44.234,0.0975202769,0.09310893022,
44.267,0.09791943431,0.09328806083,
44.3,0.09879186004,0.09348763954,
44.334,0.09924407303,0.09392385244,
44.368,0.09974924475,0.09414995893,
44.4,0.1003590301,0.09996853512,
44.434,0.1006618664,0.1002734278,
44.467,0.101055868,0.100424846,
44.5,0.1019564271,0.1006218468,
44.534,0.102537252,0.1010721264,
44.567,0.1036634818,0.1013625388,
44.6,0.1038338393,0.1019256537,
44.634,0.1040428132,0.1020108325,
44.667,0.1042562872,0.1021153195,
44.7,0.1047178879,0.1022220565,
44.734,0.1051466838,0.1024528569,
44.767,0.105318144,0.1026672549,
44.8,0.1056244671,0.102752985,
44.834,0.1057753414,0.1029061466,
44.867,0.1059848443,0.1029815838,
44.9,0.1060644314,0.1030863352,
44.934,0.1060050055,0.1031261288,
44.967,0.106007278,0.1030964159,
45,0.1061553881,0.1030975522,
45.034,0.1061955467,0.1031716073,
45.067,0.1062491164,0.1031916866,
45.1,0.1063326523,0.1032184715,
45.134,0.1064201146,0.1032602395,
45.167,0.1068243757,0.1033039707,
45.2,0.1072455645,0.1035061012,
45.234,0.1077348068,0.1037166956,
45.267,0.1090142876,0.1039613168,
45.3,0.1096173823,0.1046010572,
45.334,0.1103032753,0.1049026046,
45.367,0.1115741655,0.1108115415,
45.4,0.1123361662,0.1114469866,
45.434,0.1137401983,0.111827987,
45.467,0.1143964604,0.1125300031,
45.5,0.1150919795,0.1128581341,
45.534,0.1157218516,0.1132058937,
45.568,0.1164323986,0.1135208297,
45.6,0.117164582,0.1138761032,
45.634,0.1177942231,0.114242195,
45.667,0.1189999506,0.1145570155,
45.7,0.1195540503,0.1151598793,
45.734,0.1200307384,0.1154369291,
45.769,0.1207640916,0.1156752732,
45.8,0.1209742799,0.1160419497,
45.834,0.1213579103,0.1161470439,
45.867,0.1215505227,0.1163388591,
45.9,0.1217584908,0.1164351653,
45.934,0.1221262813,0.1165391493,
45.967,0.1222285628,0.1167230445,
46,0.1222893447,0.1167741853,
46.034,0.1219759285,0.1168045762,
46.067,0.1217227951,0.1166478682,
46.1,0.1214391515,0.1165213015,
46.134,0.1209883839,0.1163794797,
46.167,0.1208194569,0.1161540959,
46.2,0.1205965877,0.1160696324,
46.234,0.1206383631,0.1159581978,
46.267,0.1207252443,0.1159790856,
46.3,0.1208479553,0.1160225262,
46.334,0.1210718676,0.1160838818,
46.367,0.1211668476,0.116195838,
46.4,0.1212065443,0.116243328,
46.434,0.1212574765,0.1162631764,
46.467,0.1212227345,0.1162886425,
46.5,0.1211629808,0.1162712715,
46.534,0.121185489,0.1162413947,
46.567,0.1212961748,0.1162526488,
46.6,0.1214122474,0.1163079917,
46.634,0.121745415,0.1163660281,
46.667,0.1222504303,0.1165326119,
46.7,0.1225792766,0.12235111,
46.734,0.122937195,0.1225155332,
46.767,0.1235812604,0.1226944924,
46.8,0.1238705814,0.1230165251,
46.834,0.1242048964,0.1231611856,
46.867,0.1249957681,0.1233283431,
46.9,0.1254749894,0.123723779,
46.934,0.1259227693,0.1239633897,
46.967,0.1264105737,0.1241872797,
47,0.1268447489,0.1244311819,
47.034,0.1273883879,0.1246482695,
47.067,0.1278590858,0.1249200891,
47.1,0.1288446784,0.125155438,
47.134,0.1293853223,0.1256482344,
47.167,0.1298976988,0.1259185564,
47.2,0.1308477223,0.1261747446,
47.234,0.131271556,0.1266497564,
47.267,0.1322228014,0.1268616733,
47.3,0.1326761842,0.127337296,
47.334,0.1337954104,0.1275639874,
47.367,0.1343650818,0.133689591,
47.4,0.1351420283,0.1339744267,
47.434,0.1352967918,0.1343629,
47.467,0.1356034726,0.1344402818,
47.5,0.1356202811,0.1345936222,
47.534,0.1355070025,0.1346020265,
47.567,0.1350475848,0.1345453872,
47.6,0.1346988678,0.1343156784,
47.634,0.1343921125,0.1341413199,
47.667,0.1337133944,0.1339879423,
47.7,0.1331911236,0.1336485833,
47.734,0.1320770979,0.1278214574,
47.767,0.1315725148,0.1272644445,
47.8,0.1311407834,0.127012153,
