"/ual/odom/pose/pose/position/x_x","/ual/odom/pose/pose/position/x_y","/del_uav/KF_pose/x_y"
72.267,-3.348755598,-3.350407278,
72.3,-3.342610359,-3.344174908,
72.334,-3.343274593,-3.341102289,
72.367,-3.345767021,-3.341434406,
72.4,-3.350399256,-3.34824661,
72.434,-3.350385666,-3.350562727,
72.467,-3.348432541,-3.350555932,
72.5,-3.344977856,-3.344013379,
72.534,-3.341635227,-3.342286037,
72.568,-3.346123695,-3.340614723,
72.6,-3.348313332,-3.342858957,
72.634,-3.350096941,-3.349519765,
72.667,-3.348681927,-3.35041157,
72.7,-3.348076582,-3.349704063,
72.734,-3.352782726,-3.34940139,
72.768,-3.355626106,-3.351754462,
72.8,-3.356502056,-3.353176152,
72.834,-3.35707736,-3.353614127,
72.867,-3.356327772,-3.353901779,
72.9,-3.353827715,-3.353526985,
72.934,-3.348372221,-3.352276956,
72.967,-3.350506783,-3.34954921,
73,-3.353032589,-3.35061649,
73.034,-3.353435278,-3.351879394,
73.067,-3.351459026,-3.352080738,
73.1,-3.349777937,-3.351092612,
73.134,-3.34676218,-3.350252068,
73.167,-3.348144531,-3.348744189,
73.2,-3.349741936,-3.349435365,
73.234,-3.351962566,-3.350234067,
73.268,-3.3516469,-3.351344382,
73.3,-3.350942135,-3.351186549,
73.334,-3.35475111,-3.350834167,
73.367,-3.356867075,-3.352738654,
73.4,-3.357752085,-3.353796637,
73.434,-3.357773304,-3.354239142,
73.467,-3.355790854,-3.354249751,
73.5,-3.349211216,-3.353258526,
73.534,-3.345499516,-3.349968707,
